State,Area,Address,Store Name,Rating,Review Count,Store Status
Johor,Johor Bahru,"Address: Lot HS (D) 176907 (PTD 44992, Taman Universiti, 81300 Johor Bahru, Johor Darul Ta'zim ",KFC Petronas Taman University DT,3.6,(871),No status
Johor,Johor Bahru,"Address: PTD 210469, Bandar Seri Alam, 81700 Johor Bahru, Johor ",KFC Seri Alam DT,3.7,"(1,384)",Operating
Johor,Johor Bahru,"Address: Lot PTD 113519, Taman Puteri Wangsa, 81800 Johor Bahru, Johor ",KFC Puteri Wangsa DT,4.0,"(1,525)",Operating
Johor,Johor Bahru,"Address: No 1,1-01, 1-02 & 1-03, 1, Jln Permas 10, Permas Jaya, 81750 Johor Bahru, Johor ",KFC Permas Jaya,3.8,(905),Operating
Johor,Johor Bahru,"Address: 21, Jalan Sasa 6, Taman Gaya, 81800 Ulu Tiram, Johor Darul Ta'zim ",KFC Taman Gaya (ULU TIRAM),3.7,(650),Operating
Johor,Johor Bahru,"Address: Johor Bahru Senai International Airport, Aero Mall, Lot S1-S4, Public Concourse, 81400 Senai, Johor ",KFC Senai Airport,2.9,(136),No status
Johor,Johor Bahru,"Address: No. 152 & 153, Jalan Susur 3, Taman Kulai Besar, 81000 Kulai, Johor ",KFC Kulai,3.8,(616),No status
Johor,Johor Bahru,"Address: Lot G9 dan G10 Ground Floor, AEON Jusco, Bukit Indah, 81200 Johor Bharu, Johor ",KFC AEON Bukit Indah,2.9,(541),No status
Johor,Johor Bahru,"Address: Lot No G05 & G06, Galleria Plaza Kotaraya, Jalan Trus, Bandar Johor Bahru, 80000 Johor Bahru, Johor Darul Ta'zim ",KFC Galleria Kota Raya,3.1,(120),No status
Johor,Johor Bahru,"Address: No. 1, Jalan Resam 13, Taman Bukit Tiram, 81800 Ulu Tiram, Johor ",KFC Taman Bukit Tiram (Ulu Tiram),4.0,(881),Operating
Johor,Johor Bahru,"Address: Lot Zone C01, 03A Sultan Ibrahim Stadium, Jln Gelang Patah, 79100 Iskandar, Johor ",KFC STADIUM JDT,4.6,(195),Operating
